UF,Sexo,Idade,Cor,Anos de Estudo,Renda,Altura
13,1,35,8,16,2232,1.650299492
13,0,41,2,14,3000,1.750844524
13,0,63,2,8,0,1.59213757
13,0,44,8,12,1200,1.701165867
13,1,43,8,12,788,1.628092591
13,1,45,4,12,2300,1.538637858
13,0,28,8,10,950,1.779119433
13,0,42,4,12,788,1.765264511
13,1,36,2,12,788,1.704316485
13,0,43,8,4,600,1.627362151
13,0,39,8,6,500,1.631618903
13,0,42,8,1,600,1.762633283
13,0,22,8,5,600,1.744613138
13,0,42,8,12,3000,1.631922985
13,0,62,8,4,2500,1.648523816
13,1,48,8,12,500,1.720237814
13,0,50,8,16,3200,1.659512276
13,0,44,8,1,1000,1.739358163
13,0,58,8,7,1160,1.561023595
13,0,62,8,5,800,1.700492618
13,0,47,8,12,788,1.650833322
13,1,52,8,12,788,1.64489527
13,1,42,2,12,900,1.734953141
13,1,42,8,16,980,1.708409388
13,0,68,2,5,1000,1.701057082
13,0,26,8,16,3700,1.759440564
13,0,33,8,16,1578,1.634230088
13,0,33,8,2,3000,1.565432811
13,0,37,8,9,800,1.636199008
13,0,36,8,9,1400,1.652030994
13,1,48,8,16,1500,1.696987823
13,0,49,8,12,1000,1.721054795
13,0,31,8,6,600,1.712868485
13,0,34,8,12,788,1.684273499
13,0,56,8,1,200,1.629183339
13,0,42,8,3,200,1.573305101
13,0,27,8,9,200,1.701225435
13,0,53,8,5,600,1.667108806
13,1,52,8,10,100,1.496371613
13,0,29,8,12,600,1.570247716
13,0,35,8,5,400,1.712720201
13,0,35,8,9,500,1.617467756
13,0,40,8,6,200,1.7479867
13,0,29,8,12,800,1.687294037
13,0,39,8,2,1000,1.765723871
13,0,34,8,3,788,1.758831443
13,0,30,8,6,500,1.796783196
13,0,40,8,7,700,1.630183908
13,1,42,8,16,1400,1.706561811
13,0,38,8,12,2000,1.646142168
13,0,41,8,15,690,1.739145401
13,0,43,8,2,600,1.610933191
13,0,30,8,5,200,1.571487253
13,0,29,8,6,1000,1.728207994
13,0,23,8,4,130,1.709222581
13,0,30,8,12,600,1.595533553
13,0,41,0,6,350,1.665977694
13,0,25,8,6,400,1.784811019
13,0,30,8,7,500,1.6234624
13,0,46,0,1,200,1.774794971
13,0,52,0,9,300,1.745289156
13,0,29,8,9,900,1.704608618
13,1,39,8,16,900,1.891404711
13,0,39,8,9,1000,1.565357081
13,0,36,8,6,600,1.736233809
13,0,39,8,9,500,1.856264602
13,0,51,8,3,1000,1.717621399
13,0,62,8,1,1500,1.856959864
13,0,66,2,11,300,1.626316051
13,0,29,0,12,300,1.619055798
13,0,32,0,4,700,1.755615673
13,0,45,8,1,300,1.737357568
13,0,38,8,17,500,1.851891285
13,0,50,8,7,400,1.724022267
13,0,34,8,4,500,1.698459958
13,0,40,8,9,500,1.783235867
13,0,25,8,17,350,1.537168872
13,0,54,8,9,1000,1.587578276
13,0,46,2,7,788,1.704568861
13,1,26,2,15,1560,1.665337331
13,0,41,8,12,1500,1.583451209
13,1,32,8,16,1500,1.745903066
13,1,55,8,12,1500,1.725115903
13,0,38,8,9,788,1.733861103
13,1,56,2,5,788,1.660771274
13,0,33,8,11,400,1.571157984
13,0,50,8,5,500,1.601552205
13,0,54,2,11,500,1.673325303
13,0,54,4,1,300,1.729912301
13,0,41,2,5,2500,1.756367834
13,1,35,8,1,500,1.650765693
13,0,41,2,5,500,1.785343553
13,0,39,8,4,1170,1.773645806
13,0,34,8,5,700,1.687386736
13,0,36,8,6,700,1.633749671
13,0,30,8,10,1800,1.680178487
13,0,34,2,5,800,1.694387905
13,0,30,8,5,800,1.727204121
13,0,34,4,10,500,1.563588437
13,0,55,8,9,1000,1.539474653
13,0,23,8,4,800,1.731884104
13,0,37,8,9,800,1.621137933
13,0,49,2,8,1400,1.713599275
13,1,53,8,7,0,1.591816706
13,0,43,8,4,1200,1.717098412
13,1,57,8,5,788,1.711282427
13,1,46,8,12,1014,1.642817865
13,1,60,8,2,100,1.618751328
13,0,44,8,8,350,1.917510262
13,1,45,2,5,1000,1.58130587
13,0,33,8,12,900,1.549670273
13,0,41,8,11,900,1.681111685
13,0,59,8,16,3900,1.744820556
13,1,37,8,12,1500,1.731731504
13,1,28,8,12,600,1.752976339
13,0,51,8,12,1600,1.601177313
13,1,40,8,16,900,1.794557205
13,0,32,8,12,700,1.756385796
13,0,39,2,12,2500,1.828318763
13,0,42,8,6,900,1.828880222
13,0,26,8,6,600,1.645731156
13,0,28,8,3,500,1.770443122
13,1,32,8,4,150,1.835583965
13,0,38,8,12,900,1.605111336
13,1,68,8,1,400,1.713599083
13,0,61,8,6,450,1.645329861
13,0,46,8,12,500,1.71517099
13,0,40,8,12,2000,1.542751912
13,0,36,8,12,1100,1.754919002
13,0,60,8,6,788,1.776052518
13,0,53,8,5,2100,1.722114404
13,0,49,2,16,6500,1.640619468
13,0,24,8,5,600,1.733339623
13,0,47,8,3,400,1.595325246
13,0,28,8,3,800,1.616780791
13,0,60,8,1,350,1.696588685
13,0,34,8,3,200,1.783138316
13,0,52,8,5,200,1.681720759
13,0,44,8,1,400,1.834138516
13,0,42,8,9,788,1.543725406
13,0,54,8,1,450,1.711365253
13,0,53,8,5,789,1.663311877
13,0,51,8,3,800,1.665112121
13,0,30,8,9,800,1.506836101
13,0,42,8,6,900,1.590750523
13,0,63,8,9,500,1.736972774
13,0,23,8,12,800,1.658030346
13,1,42,8,12,780,1.591170841
13,1,36,8,9,1200,1.610993611
13,0,26,8,10,850,1.499404441
13,0,65,8,9,1200,1.69734325
13,0,22,8,3,600,1.629132025
13,0,36,8,9,500,1.742269532
13,0,38,8,9,700,1.523448889
13,0,57,8,12,788,1.695352075
13,0,51,8,5,788,1.618613831
13,0,28,8,8,900,1.80897486
13,1,44,8,9,1000,1.836248087
13,0,49,8,1,788,1.704493088
13,1,56,8,12,4000,1.719907673
13,0,33,8,6,600,1.776244791
13,0,27,8,9,788,1.708484598
13,0,59,2,14,1800,1.792994517
13,1,55,2,12,1300,1.63003397
13,0,47,8,16,5000,1.608400336
13,1,52,8,12,1800,1.693392346
13,1,55,8,12,300,1.747380291
13,0,41,2,12,2400,1.634645161
13,1,61,2,1,180,1.707457822
13,1,55,2,2,600,1.654096963
13,0,54,8,1,788,1.818323201
13,0,51,8,11,3000,1.76554183
13,0,60,8,13,1600,1.686336978
13,0,31,2,16,788,1.731529064
13,0,66,8,7,2000,1.680949082
13,0,54,8,12,2000,1.76493184
13,1,43,8,1,1500,1.721088637
13,1,55,8,12,1200,1.719245988
13,1,37,8,16,2800,1.681492428
13,0,27,8,12,1400,1.790648916
13,0,44,8,12,2000,1.750297837
13,1,50,8,14,1000,1.751969209
13,1,52,8,12,4000,1.677784176
13,1,61,8,9,500,1.531001127
13,0,37,8,14,4000,1.692239162
13,0,35,8,12,788,1.67530847
13,0,27,8,3,1200,1.64205764
13,0,21,8,10,2000,1.68824122
13,1,46,8,16,0,1.762375498
13,1,57,4,12,788,1.672419752
13,0,32,8,12,900,1.75109943
13,0,29,8,14,1000,1.648566801
13,1,50,8,9,788,1.719898267
13,1,48,8,16,5000,1.885923113
13,1,53,2,16,3000,1.731211366
13,0,32,2,16,5000,1.816144533
13,0,25,8,16,5600,1.695550324
13,0,40,4,1,3000,1.77341562
13,1,24,8,16,700,1.681742604
13,0,28,2,17,788,1.709441575
13,0,39,8,12,788,1.600902498
13,0,62,8,12,1100,1.749431519
13,1,66,8,12,1620,1.610571042
13,0,62,8,10,400,1.598391238
13,0,30,8,12,1200,1.693641033
13,0,64,8,9,1000,1.632539419
13,1,40,8,5,788,1.664546872
13,0,58,2,9,2000,1.708103816
13,0,36,8,13,1239,1.652253366
13,0,49,2,16,2000,1.84072797
13,1,42,8,11,1576,1.758950195
13,0,36,2,16,5500,1.607895678
13,1,45,2,7,600,1.726813823
13,1,27,8,12,830,1.733930939
13,0,63,8,16,17000,1.645232917
13,0,45,2,12,2000,1.78740112
13,0,47,8,12,1120,1.739907604
13,0,52,4,9,400,1.701700303
13,0,38,8,12,1800,1.828428775
13,0,48,2,12,1500,1.820963202
13,0,66,8,12,5200,1.671848444
13,0,55,8,9,100,1.592432785
13,1,29,8,16,1500,1.59401893
13,0,38,8,12,8000,1.700968904
13,1,56,4,5,788,1.619980043
13,0,37,8,12,4000,1.874232193
13,1,25,8,12,400,1.588390646
13,0,36,8,12,1500,1.614067566
13,1,44,2,12,788,1.657154899
13,0,37,2,13,600,1.625646256
13,0,41,2,5,788,1.749024583
13,0,46,8,8,2000,1.664242561
13,1,65,8,6,2000,1.806002437
13,0,23,8,12,2500,1.71684779
13,1,59,8,1,800,1.67100078
13,0,24,8,8,1400,1.785920994
13,0,47,2,8,800,1.566852966
13,0,47,8,5,3000,1.907771388
13,0,56,8,3,1200,1.817073155
13,0,42,2,16,12000,1.775196839
13,0,54,8,12,2000,1.742979466
13,0,43,8,9,800,1.650499918
13,1,29,8,11,750,1.746661935
13,0,83,8,1,450,1.648275588
13,1,41,8,4,300,1.584202959
13,1,22,8,12,900,1.820065966
13,0,47,2,11,1800,1.682867545
13,1,81,2,13,300,1.634989133
13,1,58,2,6,788,1.676918422
13,1,61,8,3,1200,1.653147547
13,0,63,8,12,1100,1.558526519
13,1,40,8,16,300,1.786414271
13,0,60,4,2,1500,1.631235918
13,0,33,8,12,1100,1.760677136
13,1,40,8,6,788,1.728370186
13,0,39,8,8,890,1.689584286
13,0,59,2,2,2000,1.580874982
13,0,66,2,16,3980,1.799333459
13,1,60,2,12,150,1.655278412
13,1,62,8,16,4000,1.646615181
13,1,25,8,10,910,1.639040059
13,0,45,8,12,1500,1.660677424
13,0,52,8,9,2000,1.715849416
13,1,45,8,16,4000,1.771496774
13,0,34,8,12,1500,1.713853517
13,1,62,8,12,1500,1.785942994
13,0,38,8,12,1600,1.778450801
13,1,45,8,12,788,1.608608956
13,0,37,8,12,6000,1.584479947
13,0,42,8,12,2500,1.639430342
13,0,40,8,2,1500,1.893075614
13,0,60,8,12,2600,1.765153328
13,0,28,8,7,1300,1.705604478
13,0,46,2,6,5000,1.61906616
13,1,67,8,5,1500,1.744721612
13,1,36,8,16,1500,1.697483337
13,1,46,8,12,350,1.657041747
13,1,51,8,10,600,1.677515724
13,1,35,2,5,800,1.779239299
13,1,58,2,16,2200,1.758240192
13,0,32,8,6,1000,1.660522528
13,1,26,8,6,400,1.723427868
13,0,30,2,12,3500,1.60674329
13,1,43,2,14,1400,1.719395675
13,0,62,8,9,1200,1.636490161
13,0,49,2,1,1500,1.653069604
13,1,51,8,14,900,1.612170896
13,1,68,0,9,300,1.700825879
13,0,56,8,12,4890,1.566979892
13,1,27,8,9,1000,1.62524496
13,0,57,8,12,2680,1.68972424
13,0,44,2,12,1500,1.721647349
13,1,63,8,9,788,1.711806173
13,0,24,8,12,2800,1.686823329
13,1,56,2,12,1576,1.718355513
13,1,51,4,16,5000,1.738429128
13,0,44,4,12,5000,1.784878679
13,0,28,2,13,3500,1.729223496
13,0,51,8,15,10500,1.617961236
13,1,30,8,16,1000,1.665443533
13,1,38,8,16,2364,1.662810795
13,1,58,8,12,5000,1.730507987
13,0,32,2,12,5500,1.671723472
13,0,31,8,12,3000,1.596926582
13,1,61,8,6,400,1.69193846
13,0,30,8,9,1607,1.728455192
13,1,51,8,1,200,1.715211887
13,0,24,8,11,1500,1.643091105
13,0,53,8,12,3300,1.458871863
13,1,38,8,12,500,1.747872614
13,1,33,2,8,788,1.664855222
13,1,47,8,12,500,1.740844921
13,1,36,8,12,788,1.659477917
13,1,28,2,12,500,1.751194078
13,0,62,8,2,1500,1.662787731
13,1,39,8,7,600,1.802211263
13,0,32,8,12,350,1.72902636
13,0,43,2,11,2000,1.66950342
13,1,60,2,12,800,1.852560332
13,1,54,8,11,500,1.629576284
13,0,48,8,12,2093,1.61209344
13,1,38,8,16,1000,1.72399163
13,0,45,8,16,1300,1.700164613
13,0,52,8,12,1200,1.772848003
13,1,71,2,12,250,1.737067464
13,1,53,2,16,6000,1.774666667
13,0,59,8,16,10000,1.703998463
13,0,41,8,14,2800,1.786069504
13,0,71,2,12,2500,1.595444591
13,1,48,2,16,2000,1.741767441
13,1,60,8,16,6000,1.673234627
13,1,50,2,12,2500,1.770165241
13,1,56,8,16,1600,1.822145988
13,1,34,2,12,5000,1.662159563
13,1,36,2,12,788,1.684745598
13,1,27,8,12,788,1.667402134
13,0,70,8,1,5000,1.617240546
13,0,43,2,8,5000,1.827759635
13,0,45,8,7,3000,1.641512351
13,1,27,8,9,1000,1.622047077
13,0,49,8,12,1600,1.697337705
13,1,30,8,15,5000,1.695505274
13,0,30,8,16,20000,1.789172668
13,0,60,8,12,4000,1.569176615
13,0,56,2,16,4800,1.548469046
13,1,46,8,12,1000,1.632785743
13,0,71,8,12,880,1.647675961
13,0,57,8,16,1000,1.721080652
13,1,41,8,12,800,1.768779648
13,1,41,2,12,2000,1.793660439
13,1,33,8,12,600,1.674509969
13,0,55,8,5,1700,1.798110743
13,0,56,2,6,800,1.64447173
13,0,57,2,1,500,1.582643366
13,0,56,8,12,2500,1.70905926
13,0,31,2,17,800,1.678877941
13,0,47,8,16,2800,1.584168596
13,1,52,8,12,1200,1.725151069
13,0,35,8,12,788,1.526778045
13,0,34,8,9,450,1.751690004
13,0,34,8,12,900,1.756694324
13,0,47,8,9,1200,1.702994714
13,0,38,8,14,2500,1.600553236
13,0,33,2,12,2000,1.784247416
13,1,61,8,1,250,1.755314825
13,0,35,2,12,1000,1.677253523
13,0,49,8,14,2500,1.73960427
13,1,40,8,4,1000,1.651615022
13,1,26,8,14,900,1.493168131
13,0,42,8,6,1550,1.768367982
13,0,35,8,13,1516,1.784439854
13,0,48,8,9,700,1.628907436
13,0,22,8,13,0,1.661617074
13,0,44,8,12,2500,1.731084016
13,1,26,4,16,3000,1.600056245
13,1,65,8,6,50,1.65683962
13,0,61,2,7,600,1.706528812
13,1,46,0,12,788,1.756683124
13,0,61,2,12,2200,1.547393449
13,1,57,8,12,1300,1.77297166
13,0,30,8,12,790,1.585583178
13,0,50,8,12,3500,1.622066676
13,1,33,2,17,900,1.715252058
13,0,45,8,5,1800,1.957456666
13,1,57,8,12,2000,1.810616387
13,0,43,8,12,5000,1.816080646
13,0,33,8,13,4000,1.69115636
13,0,65,8,2,788,1.612052983
13,0,34,8,12,788,1.701776524
13,1,47,8,9,788,1.788552958
13,0,53,8,6,4000,1.811657863
13,1,43,8,16,2100,1.770481005
13,0,33,8,12,600,1.718441525
13,1,35,8,10,788,1.766039065
13,0,42,8,10,1600,1.594713566
13,0,33,8,6,800,1.714275738
13,1,51,8,9,788,1.759292223
13,0,48,8,12,1900,1.735173676
13,0,51,8,12,1300,1.649548833
13,1,56,2,10,788,1.65164937
13,0,37,8,12,1200,1.65896173
13,1,50,8,6,825,1.679376462
13,1,56,8,1,300,1.599631516
13,1,43,8,5,600,1.797413843
13,0,26,8,12,1000,1.727533173
13,0,51,2,12,2000,1.570301463
13,1,31,8,16,2100,1.646491444
13,1,50,8,9,2000,1.642617521
13,0,58,8,16,5800,1.948958566
13,0,54,2,12,1500,1.674222845
13,1,52,8,12,800,1.775581788
13,0,32,2,12,1300,1.693652807
13,0,49,8,9,700,1.768435799
13,0,46,2,9,1300,1.747811995
13,0,19,8,12,1000,1.740200389
13,0,28,8,12,2300,1.704674854
13,1,26,2,12,1100,1.620575242
13,0,66,8,7,600,1.747107762
13,1,27,8,14,1098,1.737339995
13,0,45,8,10,4000,1.865712173
13,0,71,2,4,600,1.793485245
13,0,42,2,7,788,1.724081494
13,0,43,8,16,8500,1.653090785
13,0,48,2,5,700,1.709014852
13,0,64,4,5,788,1.503937831
13,0,65,8,12,3000,1.684546328
13,1,33,2,12,970,1.651571314
13,0,32,0,15,2300,1.732556176
13,0,66,8,6,1500,1.730849605
13,1,36,8,16,1200,1.650962022
13,0,29,8,12,1000,1.65705785
13,0,58,8,15,2000,1.645616935
13,0,32,8,16,6000,1.721135356
13,1,40,2,12,3000,1.684802185
13,0,23,8,12,1090,1.736729237
13,1,56,8,12,788,1.813505958
13,1,45,8,13,900,1.645700645
13,0,49,8,12,4000,1.773179705
13,0,45,8,12,1840,1.779333787
13,1,50,2,16,1200,1.852851622
13,1,48,2,12,1200,1.642674518
13,0,40,2,6,3000,1.807290987
13,1,38,8,12,1530,1.652306133
13,1,20,8,9,750,1.697575348
13,1,58,8,9,700,1.737312904
13,0,27,2,15,2200,1.832788417
13,0,37,4,12,1700,1.638224545
13,1,37,8,12,1200,1.746482759
13,0,52,8,5,1200,1.781283705
13,0,57,8,9,1000,1.826568177
13,0,42,2,16,1600,1.652778818
13,1,43,8,12,1000,1.646474398
13,0,33,8,12,1200,1.708211677
13,1,53,8,2,400,1.679429588
13,1,61,8,12,1000,1.59621728
13,1,54,2,12,900,1.712238821
13,0,37,2,12,1600,1.661694804
13,1,26,2,12,800,1.652521269
13,0,28,2,16,1270,1.549263244
13,1,31,8,11,450,1.712257608
13,0,29,2,12,1576,1.802365995
13,1,38,4,12,980,1.675723509
13,1,47,8,11,1490,1.723657921
13,0,35,8,12,1000,1.858872668
13,0,53,8,6,800,1.742938258
13,0,43,8,12,788,1.761152215
13,0,38,8,12,2500,1.645867089
13,1,27,2,12,1430,1.729338965
13,0,52,2,12,1958,1.679151564
13,0,75,8,5,900,1.736889651
13,1,36,8,10,1100,1.723972587
13,1,25,8,12,2500,1.631030248
13,1,35,8,16,1200,1.883211971
13,1,62,8,12,4000,1.664335411
13,1,55,8,12,820,1.638482411
13,1,25,0,15,880,1.509164635
13,0,50,8,12,1100,1.612402412
13,0,39,2,12,850,1.724616851
13,1,45,8,16,1700,1.706042602
13,0,45,8,12,3000,1.656083335
13,1,58,8,9,800,1.639232493
13,0,51,8,12,870,1.710631085
13,1,31,8,15,1200,1.728622951
13,0,43,8,12,1325,1.748164088
13,1,43,8,12,1500,1.589544238
13,0,32,8,12,2400,1.643655379
13,1,39,8,9,400,1.771085411
13,0,49,8,12,800,1.723213221
13,1,57,2,6,788,1.594004207
13,0,49,8,8,820,1.631834843
13,0,41,2,10,1500,1.602078592
13,0,46,4,14,600,1.698162622
13,1,57,8,16,4200,1.67612403
13,1,56,2,16,1300,1.814074331
13,0,55,8,16,3500,1.762412787
13,0,45,8,16,8000,1.849325663
13,1,38,8,13,2000,1.853480321
13,0,31,8,8,824,1.625317338
13,0,49,8,16,1600,1.694174502
13,0,29,8,8,1200,1.556694757
13,1,70,8,12,1000,1.703071137
13,0,64,8,12,910,1.682289922
13,1,32,8,12,1500,1.686795492
13,1,43,2,12,2500,1.712517801
13,0,67,8,9,90,1.661860825
13,1,25,4,12,500,1.673753688
13,0,55,8,9,2700,1.62938753
13,0,37,8,6,2200,1.637059986
13,0,30,8,12,1200,1.720926909
13,0,37,8,12,788,1.653626522
13,1,51,2,9,1200,1.833346228
13,0,47,8,12,1500,1.6809289
13,1,30,2,12,788,1.751570021
13,0,52,2,12,1200,1.688385037
13,1,47,8,12,1000,1.732384246
13,1,42,8,12,1400,1.723588019
13,1,56,2,12,788,1.7625037
13,0,51,8,12,3000,1.817177466
13,0,55,8,7,1100,1.530850637
13,1,29,8,16,7900,1.7207427
13,0,44,8,12,2000,1.689469485
13,0,34,2,16,13000,1.718209422
13,0,49,8,12,5500,1.761562266
13,0,28,2,12,1800,1.698099961
13,0,57,8,12,2000,1.834269197
13,0,36,8,12,1800,1.623642078
13,0,33,8,16,5000,1.713499907
13,0,58,8,13,4000,1.609423106
13,0,67,8,16,3300,1.588538849
13,0,49,2,12,3500,1.742579757
13,0,40,2,16,6000,1.621244867
13,0,42,8,12,788,1.826496167
13,1,47,8,16,1850,1.846089114
13,1,21,8,12,900,1.483189101
13,1,64,8,12,788,1.804586405
13,1,39,2,12,1000,1.740010849
13,0,52,8,12,3000,1.621208554
13,1,43,2,12,1200,1.772516147
13,0,44,8,6,1500,1.619475788
13,0,35,8,9,2000,1.717106664
13,0,35,8,16,788,1.836345593
13,0,50,8,11,2000,1.674555251
13,0,54,2,16,9000,1.72687859
13,0,51,8,12,0,1.714034769
13,1,50,6,12,1200,1.810520607
13,1,54,8,12,788,1.735855851
13,0,21,8,15,788,1.711668908
13,0,39,2,8,890,1.661452878
13,1,58,8,1,788,1.712886263
13,0,38,4,15,3500,1.58049084
13,1,33,8,16,14200,1.627382509
13,0,35,8,12,7500,1.760354172
13,0,26,8,16,5600,1.742543745
13,0,28,8,9,800,1.808352586
13,0,55,8,12,1000,1.658452915
13,0,32,8,12,1050,1.631174946
13,0,32,2,12,1200,1.665265166
13,1,39,8,1,600,1.739926592
13,1,40,8,12,1100,1.658264547
13,0,34,2,12,1200,1.809103617
13,1,57,8,1,500,1.711374576
13,0,59,8,4,15000,1.728459427
13,0,39,2,16,5000,1.665627736
13,0,25,8,7,788,1.692143103
13,0,29,2,9,3000,1.570707626
13,0,48,2,4,1600,1.608511191
13,0,43,8,16,6000,1.809942932
13,0,40,8,12,5000,1.654080856
13,0,59,2,16,22000,1.691503165
13,1,43,0,16,3500,1.730749977
13,1,42,8,16,2500,1.725983079
13,0,62,8,12,3200,1.782680965
13,0,44,8,12,4000,1.665444013
13,0,37,2,16,2500,1.582389938
13,0,33,8,12,3170,1.614530252
13,0,33,4,13,1500,1.707949567
13,0,54,2,12,3200,1.764429056
13,0,30,8,12,1500,1.858812576
13,0,45,4,12,3000,1.750859349
13,1,43,8,16,3000,1.763076107
13,0,45,4,16,2000,1.669916418
13,1,37,2,12,788,1.741209293
13,0,60,2,16,6000,1.836644205
13,1,71,2,3,250,1.84963374
13,0,45,8,12,1600,1.69765326
13,0,29,8,12,2000,1.612640161
13,0,58,2,17,1800,1.689973481
13,0,57,4,12,1500,1.745157182
13,0,32,8,11,1400,1.698290488
13,1,27,8,12,932,1.710411118
13,0,35,8,8,788,1.633471039
13,0,37,4,12,1500,1.730950571
13,0,39,8,12,800,1.528205367
13,0,46,2,12,788,1.753282216
13,0,64,8,7,0,1.723665353
13,1,52,4,6,600,1.649831282
13,0,58,8,8,788,1.731410625
13,0,25,8,12,1500,1.562582909
13,0,40,8,16,3100,1.718123759
13,0,57,8,12,800,1.734701419
13,1,53,8,13,1200,1.726123345
13,1,28,4,13,1900,1.67864624
13,0,26,8,12,1100,1.663242548
13,1,58,8,16,2400,1.711664917
13,1,54,6,12,1300,1.694222911
13,0,22,8,6,1200,1.502704539
13,0,61,8,16,2400,1.855244529
13,1,38,8,12,788,1.691766754
13,1,53,4,5,1000,1.774535218
13,0,39,8,6,1056,1.724140693
13,0,43,8,12,1200,1.808865179
13,1,58,8,10,830,1.732336084
13,0,19,4,6,600,1.617991038
13,0,33,8,12,788,1.666240963
13,0,33,8,12,1500,1.516302277
13,0,26,8,11,920,1.569125728
13,0,41,8,6,910,1.689974291
13,0,33,8,6,700,1.753694535
13,0,25,8,7,886,1.64446837
13,0,55,8,12,1300,1.748898124
13,0,30,8,12,1292,1.608290709
13,0,49,8,12,500,1.663089642
13,0,45,2,8,788,1.749328542
13,0,36,8,6,1200,1.792220001
13,1,44,8,12,1000,1.661548511
13,1,31,8,4,788,1.701101502
13,0,70,4,1,300,1.741184767
13,0,24,8,12,1800,1.632889894
13,0,53,8,9,700,1.755497544
13,1,35,8,15,2000,1.678932558
13,0,25,8,12,600,1.778768121
13,0,47,8,9,968,1.65998395
13,0,30,8,16,3800,1.725744547
13,0,38,8,12,1300,1.708030914
13,0,32,2,11,830,1.710004725
13,1,29,8,12,800,1.763444653
13,1,25,8,15,1000,1.740083277
13,0,37,8,12,1700,1.764702787
13,0,31,8,12,1700,1.634311587
13,0,38,2,9,800,1.710478493
13,0,23,2,12,700,1.744440317
13,0,51,8,5,2000,1.550206313
13,0,44,8,12,1900,1.731907535
13,0,62,8,6,700,1.737313551
13,0,49,8,10,1100,1.624242713
13,1,61,2,4,788,1.586673444
13,0,29,8,12,788,1.670087379
13,0,57,8,6,2000,1.726572742
13,0,65,8,4,450,1.792369655
13,0,39,8,6,900,1.763754852
13,0,39,8,16,4500,1.709227174
13,0,56,8,12,0,1.624008293
13,1,71,8,6,2350,1.803429163
13,0,37,2,16,4540,1.744802646
13,0,34,2,13,3945,1.652214233
13,0,36,8,16,3400,1.771398993
13,0,49,8,16,3500,1.548230016
13,1,59,2,15,6000,1.606718648
13,0,67,2,16,8000,1.917759058
13,0,24,8,16,2600,1.573702764
13,0,38,2,16,8000,1.728870262
13,1,37,4,12,2000,1.760346362
13,0,50,2,16,5000,1.797317366
13,0,30,2,16,1900,1.750510366
13,0,23,2,10,788,1.611578576
13,1,43,8,16,2000,1.726602472
13,0,37,2,12,2000,1.468143433
13,0,30,8,12,1180,1.825418
13,0,28,8,16,1100,1.937080108
13,0,54,8,16,1500,1.839303942
13,0,53,8,6,1900,1.545858856
13,0,52,2,8,1800,1.701298175
13,0,45,2,16,1500,1.748367984
13,0,66,8,7,1600,1.628510079
13,1,70,2,16,3000,1.641055415
13,1,70,8,6,10,1.789418983
13,1,62,8,12,1400,1.744699925
13,0,55,2,16,2000,1.781751419
13,0,69,8,12,600,1.706662883
13,0,31,2,14,3000,1.522773208
13,0,50,4,16,1050,1.715430874
13,0,51,2,14,10000,1.63653956
13,0,34,2,16,2500,1.683703085
13,0,45,2,16,8000,1.535723088
13,0,49,2,16,11000,1.717918615
13,0,50,8,12,10000,1.778792823
13,1,51,8,16,2300,1.693356877
13,1,57,8,16,2700,1.720631261
13,0,32,8,16,752,1.774342406
13,1,55,8,16,3000,1.656135338
13,1,32,8,16,7500,1.80712229
13,0,64,2,12,3500,1.757767392
13,0,37,4,6,1500,1.722326862
13,1,24,8,14,1300,1.874302264
13,0,43,8,16,10500,1.654910906
13,1,46,8,16,3800,1.611174309
13,0,52,8,16,2000,1.622789144
13,1,21,2,14,3000,1.694305493
13,0,47,8,14,4728,1.694280987
13,0,34,8,16,1200,1.807055694
13,1,36,8,16,3500,1.755609933
13,1,64,8,16,5000,1.626523637
13,0,27,4,16,4000,1.622090022
13,1,51,8,8,700,1.704672515
13,1,33,6,13,800,1.737980673
13,0,46,4,12,5000,1.63975687
13,0,45,8,12,1000,1.729636605
13,0,54,8,1,788,1.649481381
13,0,58,8,12,800,1.738543459
13,0,52,8,5,1000,1.704893682
13,0,52,8,15,3500,1.647347949
13,0,87,8,1,150,1.643531385
13,0,51,2,12,2500,1.755132639
13,0,56,2,13,14000,1.630865326
13,1,38,2,16,5500,1.708767785
13,1,38,2,16,1800,1.732698679
13,0,32,2,16,2000,1.695463977
13,0,54,6,12,10000,1.620724692
13,1,53,2,16,7000,1.639707614
13,0,65,8,13,7000,1.630624258
13,0,22,8,12,1000,1.708907535
13,1,46,8,16,5000,1.786980617
13,0,46,8,12,1800,1.758358037
13,0,38,8,15,2500,1.738831045
13,0,34,8,9,2000,1.643176626
13,0,52,8,9,2500,1.587535309
13,0,44,8,12,4000,1.760491917
13,0,62,8,12,3000,1.746760015
13,0,39,2,15,1800,1.647232509
13,0,69,8,12,3000,1.828712323
13,1,44,8,16,2800,1.7629429
13,1,40,8,12,1200,1.676056216
13,1,49,8,5,788,1.70996647
13,1,46,8,16,3400,1.59604496
13,0,40,8,7,2500,1.664433477
13,1,59,8,15,1000,1.821960952
13,1,63,2,16,2500,1.588328304
13,1,48,8,16,8000,1.61485586
13,0,49,4,16,14000,1.647659584
13,0,31,8,16,11500,1.670765416
13,1,31,2,12,2000,1.736075706
13,0,58,2,16,7000,1.668299707
13,0,30,8,16,15000,1.636045607
13,0,63,8,16,6000,1.664725554
13,1,60,2,12,8000,1.71162993
13,1,42,8,16,4000,1.67811886
13,0,46,8,16,5000,1.694546642
13,0,53,8,1,1500,1.653624606
13,0,36,8,10,2000,1.604831347
13,0,36,2,16,4000,1.712101779
